Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_5,"GO:0016023~cytoplasmic, membrane-bounded vesicle",27,12.385321100917432,0.004870664941203419,"211719_X_AT, 203387_S_AT, 204018_X_AT, 208228_S_AT, 203717_AT, 205051_S_AT, 205710_AT, 211429_S_AT, 203638_S_AT, 204870_S_AT, 209458_X_AT, 214354_X_AT, 203716_S_AT, 203386_AT, 214702_AT, 212464_S_AT, 201487_AT, 205016_AT, 205612_AT, 209810_AT, 211696_X_AT, 211699_X_AT, 211478_S_AT, 201430_S_AT, 213936_X_AT, 210495_X_AT, 214414_X_AT, 217232_X_AT, 201926_S_AT, 202311_S_AT, 202833_S_AT, 216944_S_AT, 209514_S_AT, 216442_X_AT, 209116_X_AT, 205382_S_AT, 202310_S_AT, 217414_X_AT, 204623_AT, 203710_AT, 201666_AT, 209515_S_AT, 214701_S_AT, 206209_S_AT, 207808_S_AT, 206806_AT, 37004_AT, 202295_S_AT, 212992_AT, 211745_X_AT, 222294_S_AT",200,1183,15514,1.770405748098056,0.7525170707609202,0.08706313582401112,0.08158363776515727
GOTERM_BP_5,GO:0006873~cellular ion homeostasis,17,7.79816513761468,0.004873674601099968,"206043_S_AT, 212110_AT, 204124_AT, 202920_AT, 206765_AT, 206529_X_AT, 208399_S_AT, 203710_AT, 216944_S_AT, 203908_AT, 204606_AT, 205485_AT, 202908_AT, 212531_AT, 209687_AT, 203685_AT, 205357_S_AT, 201926_S_AT",213,588,16130,2.1894062789435025,0.9999927737028264,0.1580920866547507,0.15365349792951408
GOTERM_BP_5,GO:0007015~actin filament organization,12,5.5045871559633035,0.004895502270481545,"209288_S_AT, 204606_AT, 202609_AT, 203474_AT, 203766_S_AT, 202071_AT, 205728_AT, 203685_AT, 204288_S_AT, 204042_AT, 201430_S_AT, 202286_S_AT",213,335,16130,2.7126340130334246,0.9999931477387436,0.1580920866547507,0.15365349792951408
GOTERM_MF_5,GO:0008236~serine-type peptidase activity,11,5.045871559633028,0.00493042008447416,"202458_AT, 205382_S_AT, 201487_AT, 211478_S_AT, 202357_S_AT, 209792_S_AT, 218960_AT, 203717_AT, 203854_AT, 207789_S_AT, 204870_S_AT, 202295_S_AT, 203716_S_AT",164,282,12075,2.872016087182149,0.6147738205477244,0.5551337222397417,0.5551337222397417
GOTERM_BP_5,GO:0050769~positive regulation of neurogenesis,13,5.963302752293578,0.005246161741282531,"211719_X_AT, 203349_S_AT, 213135_AT, 209737_AT, 201430_S_AT, 204105_S_AT, 214701_S_AT, 205051_S_AT, 206070_S_AT, 209687_AT, 210495_X_AT, 209822_S_AT, 201474_S_AT, 203685_AT, 214702_AT, 202826_AT, 212464_S_AT, 216442_X_AT",213,387,16130,2.5438245320328514,0.9999970828695186,0.1671525549417979,0.16245958477827924
GOTERM_BP_5,GO:0010769~regulation of cell morphogenesis involved in differentiation,12,5.5045871559633035,0.0053140985675138065,"202709_AT, 211719_X_AT, 212157_AT, 202311_S_AT, 202310_S_AT, 213135_AT, 213241_AT, 202286_S_AT, 204105_S_AT, 214701_S_AT, 212850_S_AT, 206070_S_AT, 209687_AT, 207144_S_AT, 210495_X_AT, 214702_AT, 212464_S_AT, 216442_X_AT",213,339,16130,2.680626532053679,0.9999975277820321,0.1671525549417979,0.16245958477827924
GOTERM_BP_5,GO:0007596~blood coagulation,12,5.5045871559633035,0.00572610318109657,"205612_AT, 219778_AT, 202311_S_AT, 202310_S_AT, 203058_S_AT, 211696_X_AT, 209473_AT, 203710_AT, 202833_S_AT, 203060_S_AT, 207691_X_AT, 209515_S_AT, 216944_S_AT, 207808_S_AT, 209474_S_AT, 211429_S_AT, 206806_AT, 209514_S_AT, 217232_X_AT, 213258_AT, 222294_S_AT, 209116_X_AT",213,342,16130,2.657112264228647,0.9999990939970499,0.17780284493097298,0.17281085754232467
GOTERM_BP_5,GO:0060491~regulation of cell projection assembly,8,3.669724770642202,0.00601256750231928,"209288_S_AT, 204606_AT, 205051_S_AT, 209470_S_AT, 205728_AT, 203911_AT, 201430_S_AT, 202286_S_AT, 209469_AT",213,164,16130,3.694034123439826,0.9999995492821513,0.18433466443819363,0.17915928987923524
GOTERM_BP_5,GO:0030335~positive regulation of cell migration,13,5.963302752293578,0.006143679291952473,"211719_X_AT, 202311_S_AT, 202310_S_AT, 208399_S_AT, 213135_AT, 208949_S_AT, 214701_S_AT, 206214_AT, 204606_AT, 205051_S_AT, 209687_AT, 210495_X_AT, 202295_S_AT, 201474_S_AT, 203685_AT, 214702_AT, 203510_AT, 212464_S_AT, 216442_X_AT",213,395,16130,2.492304035181553,0.9999996725894348,0.1845734459159352,0.17939136733530614
GOTERM_BP_5,GO:0042542~response to hydrogen peroxide,7,3.211009174311927,0.006172770073984621,"202311_S_AT, 202310_S_AT, 217414_X_AT, 211696_X_AT, 202435_S_AT, 211699_X_AT, 202436_S_AT, 204018_X_AT, 212531_AT, 214414_X_AT, 209458_X_AT, 217232_X_AT, 203685_AT, 203510_AT, 209116_X_AT, 202437_S_AT, 211745_X_AT",213,125,16130,4.2407511737089205,0.9999996950062742,0.1845734459159352,0.17939136733530614
GOTERM_BP_5,GO:0032270~positive regulation of cellular protein metabolic process,31,14.220183486238533,0.006402396838108877,"211719_X_AT, 209395_AT, 213693_S_AT, 203786_S_AT, 208228_S_AT, 209737_AT, 212850_S_AT, 205051_S_AT, 210372_S_AT, 221073_S_AT, 203638_S_AT, 205728_AT, 209822_S_AT, 214702_AT, 212464_S_AT, 205357_S_AT, 216442_X_AT, 201487_AT, 205016_AT, 220204_S_AT, 208892_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 219195_AT, 204493_AT, 211725_S_AT, 205498_AT, 208712_AT, 209457_AT, 214701_S_AT, 208893_S_AT, 204606_AT, 221556_AT, 202908_AT, 204932_AT, 210495_X_AT, 209396_S_AT, 207847_S_AT, 202295_S_AT, 221577_X_AT, 203685_AT, 220203_AT",213,1420,16130,1.653210341863387,0.9999998257684612,0.18572489029060346,0.1805104837919408
GOTERM_BP_5,GO:0035239~tube morphogenesis,12,5.5045871559633035,0.006441325674818617,"207980_S_AT, 202071_AT, 208228_S_AT, 208025_S_AT, 202286_S_AT, 209173_AT, 203638_S_AT, 207144_S_AT, 202295_S_AT, 203685_AT, 213103_AT, 202826_AT, 203510_AT",213,348,16130,2.6112999838109117,0.9999998415481326,0.18572489029060346,0.1805104837919408
GOTERM_BP_5,GO:0030036~actin cytoskeleton organization,16,7.339449541284404,0.006560233035483925,"203474_AT, 202071_AT, 204042_AT, 201430_S_AT, 202286_S_AT, 209288_S_AT, 204513_S_AT, 204606_AT, 205051_S_AT, 202609_AT, 203766_S_AT, 209687_AT, 205728_AT, 201650_AT, 203685_AT, 204288_S_AT",213,553,16130,2.191036514445322,0.9999998814359733,0.18675503657329925,0.18151170771822725
GOTERM_BP_5,GO:0001892~embryonic placenta development,6,2.7522935779816518,0.006663695066237766,"207980_S_AT, 203638_S_AT, 207144_S_AT, 201650_AT, 219743_AT, 208228_S_AT, 202826_AT",213,90,16130,5.048513302034429,0.999999907879634,0.18675503657329925,0.18151170771822725
GOTERM_BP_5,GO:0010648~negative regulation of cell communication,27,12.385321100917432,0.006708376623400922,"213693_S_AT, 209737_AT, 208025_S_AT, 208949_S_AT, 213308_AT, 209325_S_AT, 216944_S_AT, 217127_AT, 212850_S_AT, 209687_AT, 218858_AT, 201474_S_AT, 204014_AT, 221840_AT, 220204_S_AT, 208892_S_AT, 204918_S_AT, 203221_AT, 219077_S_AT, 203710_AT, 208712_AT, 209457_AT, 208893_S_AT, 204917_S_AT, 202908_AT, 207144_S_AT, 204686_AT, 207847_S_AT, 219743_AT, 203685_AT, 219093_AT, 220203_AT",213,1182,16130,1.7298205476513906,0.9999999173922163,0.18675503657329925,0.18151170771822725
GOTERM_CC_5,GO:0030425~dendrite,14,6.422018348623854,0.007214228367262374,"210471_S_AT, 209470_S_AT, 206765_AT, 213135_AT, 219195_AT, 203911_AT, 209737_AT, 209515_S_AT, 213308_AT, 212850_S_AT, 202908_AT, 218309_AT, 206806_AT, 204870_S_AT, 209514_S_AT, 209469_AT, 222294_S_AT",200,466,15514,2.3304291845493563,0.8739085384679703,0.11307315405357633,0.10595666184041418
GOTERM_CC_5,GO:0031410~cytoplasmic vesicle,28,12.844036697247708,0.00736361572684989,"211719_X_AT, 203387_S_AT, 204018_X_AT, 208228_S_AT, 203717_AT, 205051_S_AT, 205710_AT, 211429_S_AT, 203638_S_AT, 204870_S_AT, 209458_X_AT, 214354_X_AT, 203716_S_AT, 203386_AT, 214702_AT, 212464_S_AT, 201487_AT, 205016_AT, 205612_AT, 206043_S_AT, 209810_AT, 211696_X_AT, 211699_X_AT, 211478_S_AT, 201430_S_AT, 213936_X_AT, 210495_X_AT, 214414_X_AT, 217232_X_AT, 201926_S_AT, 202311_S_AT, 202833_S_AT, 216944_S_AT, 209514_S_AT, 216442_X_AT, 209116_X_AT, 205382_S_AT, 202310_S_AT, 217414_X_AT, 204623_AT, 203710_AT, 201666_AT, 209515_S_AT, 214701_S_AT, 206209_S_AT, 207808_S_AT, 206806_AT, 37004_AT, 202295_S_AT, 212992_AT, 211745_X_AT, 222294_S_AT",200,1284,15514,1.6915576323987542,0.8792202016052624,0.11307315405357633,0.10595666184041418
GOTERM_CC_5,GO:0097708~intracellular vesicle,28,12.844036697247708,0.007511852891671155,"211719_X_AT, 203387_S_AT, 204018_X_AT, 208228_S_AT, 203717_AT, 205051_S_AT, 205710_AT, 211429_S_AT, 203638_S_AT, 204870_S_AT, 209458_X_AT, 214354_X_AT, 203716_S_AT, 203386_AT, 214702_AT, 212464_S_AT, 201487_AT, 205016_AT, 205612_AT, 206043_S_AT, 209810_AT, 211696_X_AT, 211699_X_AT, 211478_S_AT, 201430_S_AT, 213936_X_AT, 210495_X_AT, 214414_X_AT, 217232_X_AT, 201926_S_AT, 202311_S_AT, 202833_S_AT, 216944_S_AT, 209514_S_AT, 216442_X_AT, 209116_X_AT, 205382_S_AT, 202310_S_AT, 217414_X_AT, 204623_AT, 203710_AT, 201666_AT, 209515_S_AT, 214701_S_AT, 206209_S_AT, 207808_S_AT, 206806_AT, 37004_AT, 202295_S_AT, 212992_AT, 211745_X_AT, 222294_S_AT",200,1286,15514,1.6889269051321931,0.884270506110984,0.11307315405357633,0.10595666184041418
GOTERM_BP_5,GO:0007369~gastrulation,8,3.669724770642202,0.007738292800405976,"211719_X_AT, 208892_S_AT, 209270_AT, 208228_S_AT, 209457_AT, 208025_S_AT, 208893_S_AT, 214701_S_AT, 203638_S_AT, 210495_X_AT, 204014_AT, 201474_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT",213,172,16130,3.522218582814718,0.9999999933110301,0.2106048333208314,0.20469189828127052
GOTERM_MF_5,GO:0004252~serine-type endopeptidase activity,10,4.587155963302752,0.0077445512305250605,"218960_AT, 202458_AT, 205382_S_AT, 201487_AT, 203717_AT, 203854_AT, 204870_S_AT, 202295_S_AT, 203716_S_AT, 211478_S_AT, 202357_S_AT, 209792_S_AT",164,255,12075,2.8873744619799138,0.776985018755124,0.5551337222397417,0.5551337222397417
GOTERM_BP_5,GO:0060562~epithelial tube morphogenesis,11,5.045871559633028,0.007865638244394426,"207980_S_AT, 203638_S_AT, 202071_AT, 207144_S_AT, 202295_S_AT, 203685_AT, 208228_S_AT, 213103_AT, 202826_AT, 203510_AT, 208025_S_AT, 202286_S_AT",213,309,16130,2.6958080739018797,0.999999995098822,0.2106048333208314,0.20469189828127052
GOTERM_CC_5,GO:0043025~neuronal cell body,13,5.963302752293578,0.007978291448674835,"210471_S_AT, 209470_S_AT, 206765_AT, 213135_AT, 219195_AT, 205498_AT, 203911_AT, 213308_AT, 212850_S_AT, 218309_AT, 206806_AT, 204870_S_AT, 205501_AT, 209469_AT",200,419,15514,2.4067064439140813,0.8988289326237244,0.11408956771605015,0.1069091054122428
GOTERM_BP_5,GO:0014013~regulation of gliogenesis,6,2.7522935779816518,0.007980894172640862,"203349_S_AT, 209292_AT, 213135_AT, 218856_AT, 202826_AT, 208025_S_AT",213,94,16130,4.833682948756368,0.9999999963013048,0.2106048333208314,0.20469189828127052
GOTERM_BP_5,GO:0045666~positive regulation of neuron differentiation,11,5.045871559633028,0.008041625583925904,"211719_X_AT, 203349_S_AT, 213135_AT, 201430_S_AT, 209737_AT, 204105_S_AT, 214701_S_AT, 206070_S_AT, 209687_AT, 210495_X_AT, 201474_S_AT, 209822_S_AT, 203685_AT, 214702_AT, 212464_S_AT, 216442_X_AT",213,310,16130,2.687111918824777,0.9999999968112164,0.2106048333208314,0.20469189828127052
GOTERM_BP_5,GO:2000147~positive regulation of cell motility,13,5.963302752293578,0.008051684247756145,"211719_X_AT, 202311_S_AT, 202310_S_AT, 208399_S_AT, 213135_AT, 208949_S_AT, 214701_S_AT, 206214_AT, 204606_AT, 205051_S_AT, 209687_AT, 210495_X_AT, 202295_S_AT, 201474_S_AT, 203685_AT, 214702_AT, 203510_AT, 212464_S_AT, 216442_X_AT",213,409,16130,2.4069928946129915,0.9999999968886097,0.2106048333208314,0.20469189828127052
GOTERM_BP_5,GO:0034612~response to tumor necrosis factor,10,4.587155963302752,0.008091288081912798,"203980_AT, 221266_S_AT, 204606_AT, 209395_AT, 212531_AT, 204932_AT, 202311_S_AT, 202310_S_AT, 218856_AT, 209396_S_AT, 219195_AT, 219093_AT",213,263,16130,2.8793802102857957,0.9999999971755074,0.2106048333208314,0.20469189828127052
GOTERM_BP_5,GO:0043408~regulation of MAPK cascade,18,8.256880733944955,0.008266593476670851,"211719_X_AT, 209395_AT, 203786_S_AT, 208228_S_AT, 205051_S_AT, 210372_S_AT, 221073_S_AT, 203638_S_AT, 205728_AT, 204014_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 205016_AT, 220204_S_AT, 208892_S_AT, 208399_S_AT, 213135_AT, 205498_AT, 209457_AT, 208893_S_AT, 214701_S_AT, 204606_AT, 204932_AT, 210495_X_AT, 221577_X_AT, 209396_S_AT, 220203_AT",213,678,16130,2.010469899040259,0.9999999981594564,0.2106048333208314,0.20469189828127052
GOTERM_BP_5,GO:0031401~positive regulation of protein modification process,26,11.926605504587156,0.008375385584213565,"209395_AT, 213693_S_AT, 203786_S_AT, 208228_S_AT, 209737_AT, 212850_S_AT, 205051_S_AT, 210372_S_AT, 221073_S_AT, 203638_S_AT, 205728_AT, 209822_S_AT, 205016_AT, 220204_S_AT, 208892_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 219195_AT, 205498_AT, 208712_AT, 209457_AT, 208893_S_AT, 204606_AT, 221556_AT, 202908_AT, 204932_AT, 209396_S_AT, 207847_S_AT, 221577_X_AT, 203685_AT, 220203_AT",213,1143,16130,1.7225898405891753,0.9999999985890745,0.2106048333208314,0.20469189828127052
GOTERM_BP_5,GO:0022604~regulation of cell morphogenesis,16,7.339449541284404,0.008379668550916285,"202709_AT, 211719_X_AT, 212157_AT, 202311_S_AT, 202310_S_AT, 213135_AT, 213241_AT, 204042_AT, 202286_S_AT, 204105_S_AT, 214701_S_AT, 209288_S_AT, 212850_S_AT, 205051_S_AT, 202609_AT, 206070_S_AT, 209687_AT, 207144_S_AT, 210495_X_AT, 214702_AT, 212464_S_AT, 216442_X_AT",213,568,16130,2.133174634662435,0.9999999986037633,0.2106048333208314,0.20469189828127052
GOTERM_BP_5,GO:0042446~hormone biosynthetic process,5,2.293577981651376,0.008439276494632317,"206457_S_AT, 203700_S_AT, 205700_AT, 219195_AT, 210342_S_AT, 37512_AT",213,61,16130,6.207188486107904,0.9999999987930148,0.2106048333208314,0.20469189828127052
GOTERM_BP_5,GO:0048598~embryonic morphogenesis,16,7.339449541284404,0.00856795569156253,"211719_X_AT, 201843_S_AT, 203180_AT, 211596_S_AT, 208892_S_AT, 207980_S_AT, 202071_AT, 209270_AT, 208228_S_AT, 209457_AT, 208025_S_AT, 208893_S_AT, 214701_S_AT, 212850_S_AT, 203638_S_AT, 201842_S_AT, 210495_X_AT, 204014_AT, 201474_S_AT, 214702_AT, 202826_AT, 212464_S_AT, 218559_S_AT, 216442_X_AT",213,571,16130,2.1219670621510733,0.9999999991186832,0.2106048333208314,0.20469189828127052
GOTERM_BP_5,GO:0010975~regulation of neuron projection development,13,5.963302752293578,0.008608537778184273,"202709_AT, 211719_X_AT, 212157_AT, 213135_AT, 213241_AT, 209737_AT, 201430_S_AT, 204105_S_AT, 214701_S_AT, 212850_S_AT, 206070_S_AT, 209687_AT, 210495_X_AT, 209822_S_AT, 201474_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT",213,413,16130,2.383680614762018,0.9999999992018992,0.2106048333208314,0.20469189828127052
GOTERM_BP_5,GO:0003279~cardiac septum development,6,2.7522935779816518,0.008702922103111894,"219778_AT, 202920_AT, 205710_AT, 207980_S_AT, 203638_S_AT, 219743_AT, 208228_S_AT",213,96,16130,4.732981220657277,0.9999999993663194,0.21078477333737006,0.20486678630725397
GOTERM_BP_5,GO:0009968~negative regulation of signal transduction,25,11.46788990825688,0.008915875998081774,"213693_S_AT, 209737_AT, 208025_S_AT, 208949_S_AT, 209325_S_AT, 216944_S_AT, 217127_AT, 212850_S_AT, 209687_AT, 218858_AT, 201474_S_AT, 204014_AT, 221840_AT, 208892_S_AT, 204918_S_AT, 203221_AT, 219077_S_AT, 203710_AT, 208712_AT, 209457_AT, 208893_S_AT, 204917_S_AT, 202908_AT, 207144_S_AT, 204686_AT, 207847_S_AT, 219743_AT, 203685_AT, 219093_AT",213,1089,16130,1.7384687679181918,0.9999999996234799,0.21148191056021576,0.20554435072615523
GOTERM_BP_5,GO:0061138~morphogenesis of a branching epithelium,8,3.669724770642202,0.008986051401092049,"203638_S_AT, 207144_S_AT, 202295_S_AT, 203685_AT, 208228_S_AT, 202826_AT, 203510_AT, 208025_S_AT, 202286_S_AT",213,177,16130,3.4227208827352062,0.9999999996828417,0.21148191056021576,0.20554435072615523
GOTERM_BP_5,GO:0016055~Wnt signaling pathway,14,6.422018348623854,0.009140411564275593,"202311_S_AT, 202310_S_AT, 204918_S_AT, 203221_AT, 213135_AT, 219077_S_AT, 208712_AT, 208228_S_AT, 209737_AT, 208025_S_AT, 204917_S_AT, 212850_S_AT, 221016_S_AT, 203638_S_AT, 207144_S_AT, 204872_AT, 203256_AT",213,468,16130,2.265358532964167,0.9999999997825507,0.21148191056021576,0.20554435072615523
GOTERM_CC_5,GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane,5,2.293577981651376,0.009165897649404502,"201487_AT, 205016_AT, 221266_S_AT, 211429_S_AT, 202833_S_AT, 201926_S_AT",200,64,15514,6.060156250000001,0.9281758569154118,0.12282665510570429,0.11509630618296765
GOTERM_BP_5,GO:0198738~cell-cell signaling by wnt,14,6.422018348623854,0.009254744473162818,"202311_S_AT, 202310_S_AT, 204918_S_AT, 203221_AT, 213135_AT, 219077_S_AT, 208712_AT, 208228_S_AT, 209737_AT, 208025_S_AT, 204917_S_AT, 212850_S_AT, 221016_S_AT, 203638_S_AT, 207144_S_AT, 204872_AT, 203256_AT",213,469,16130,2.2605283441945203,0.9999999998355897,0.21148191056021576,0.20554435072615523
GOTERM_BP_5,GO:0048568~embryonic organ development,13,5.963302752293578,0.009255607976623812,"219778_AT, 201843_S_AT, 203180_AT, 211596_S_AT, 207980_S_AT, 208228_S_AT, 205051_S_AT, 203638_S_AT, 201842_S_AT, 207144_S_AT, 201650_AT, 210342_S_AT, 219743_AT, 202826_AT, 218559_S_AT",213,417,16130,2.3608155728937974,0.9999999998359366,0.21148191056021576,0.20554435072615523
GOTERM_BP_5,GO:0048608~reproductive structure development,13,5.963302752293578,0.009403219223565924,"219778_AT, 209292_AT, 207980_S_AT, 208712_AT, 208228_S_AT, 205490_X_AT, 208025_S_AT, 205051_S_AT, 203638_S_AT, 207144_S_AT, 201650_AT, 219743_AT, 203685_AT, 202826_AT",213,418,16130,2.3551676887481188,0.9999999998856547,0.2116967484275047,0.20575315681186873
GOTERM_BP_5,GO:0003281~ventricular septum development,5,2.293577981651376,0.009439821977774775,"219778_AT, 205710_AT, 207980_S_AT, 203638_S_AT, 219743_AT, 208228_S_AT",213,63,16130,6.010134883374319,0.9999999998954473,0.2116967484275047,0.20575315681186873
GOTERM_CC_5,GO:0097060~synaptic membrane,10,4.587155963302752,0.00944820423890033,"213308_AT, 212850_S_AT, 209990_S_AT, 218309_AT, 211343_S_AT, 218613_AT, 202920_AT, 206806_AT, 209447_AT, 203355_S_AT, 201474_S_AT",200,276,15514,2.8105072463768117,0.9337972183318061,0.12282665510570429,0.11509630618296765
GOTERM_BP_5,GO:0051272~positive regulation of cellular component movement,13,5.963302752293578,0.009642739326514738,"211719_X_AT, 202311_S_AT, 202310_S_AT, 208399_S_AT, 213135_AT, 208949_S_AT, 214701_S_AT, 206214_AT, 204606_AT, 205051_S_AT, 209687_AT, 210495_X_AT, 202295_S_AT, 201474_S_AT, 203685_AT, 214702_AT, 203510_AT, 212464_S_AT, 216442_X_AT",213,420,16130,2.3439526045159846,0.9999999999363572,0.21426343714512566,0.208247783253355
GOTERM_BP_5,GO:1905114~cell surface receptor signaling pathway involved in cell-cell signaling,15,6.8807339449541285,0.010003111900004722,"202311_S_AT, 202310_S_AT, 204918_S_AT, 203221_AT, 213135_AT, 219077_S_AT, 208712_AT, 208228_S_AT, 209737_AT, 208025_S_AT, 204917_S_AT, 212850_S_AT, 221016_S_AT, 206806_AT, 203638_S_AT, 207144_S_AT, 204872_AT, 203256_AT",213,527,16130,2.1554373680412646,0.9999999999736507,0.21826609929559854,0.21213806678028033
GOTERM_MF_5,GO:0033293~monocarboxylic acid binding,5,2.293577981651376,0.010280625530590294,"211653_X_AT, 205350_AT, 203980_AT, 49452_AT, 209699_X_AT, 204151_X_AT",164,63,12075,5.843495934959349,0.863908847718481,0.5551337222397417,0.5551337222397417
GOTERM_BP_5,GO:0061458~reproductive system development,13,5.963302752293578,0.010297045261593394,"219778_AT, 209292_AT, 207980_S_AT, 208712_AT, 208228_S_AT, 205490_X_AT, 208025_S_AT, 205051_S_AT, 203638_S_AT, 207144_S_AT, 201650_AT, 219743_AT, 203685_AT, 202826_AT",213,423,16130,2.327328827178992,0.999999999987168,0.22143168531038435,0.21521477589621998
GOTERM_BP_5,GO:0010959~regulation of metal ion transport,11,5.045871559633028,0.010331040644126108,"210471_S_AT, 206043_S_AT, 214505_S_AT, 210298_X_AT, 202920_AT, 206765_AT, 208399_S_AT, 210299_S_AT, 208949_S_AT, 202908_AT, 209687_AT, 201540_AT, 207789_S_AT, 203685_AT",213,322,16130,2.586971101974164,0.9999999999881928,0.22143168531038435,0.21521477589621998
GOTERM_BP_5,GO:0030182~neuron differentiation,27,12.385321100917432,0.010525661638170515,"211719_X_AT, 209292_AT, 213839_AT, 203911_AT, 208228_S_AT, 213241_AT, 209737_AT, 204105_S_AT, 212850_S_AT, 206070_S_AT, 209687_AT, 203638_S_AT, 205728_AT, 209822_S_AT, 201474_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 209469_AT, 202709_AT, 203349_S_AT, 212157_AT, 209470_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 201430_S_AT, 214701_S_AT, 214930_AT, 210495_X_AT, 202350_S_AT, 219743_AT, 203685_AT, 212843_AT",213,1226,16130,1.667738896675321,0.9999999999926685,0.22216307183425268,0.21592562803378648
GOTERM_BP_5,GO:0051347~positive regulation of transferase activity,17,7.79816513761468,0.01054861819196493,"205016_AT, 209395_AT, 208892_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 203786_S_AT, 205498_AT, 208712_AT, 209457_AT, 208893_S_AT, 221556_AT, 204606_AT, 205051_S_AT, 210372_S_AT, 221073_S_AT, 205728_AT, 204686_AT, 209396_S_AT, 209822_S_AT",213,640,16130,2.011517018779343,0.9999999999930693,0.22216307183425268,0.21592562803378648
GOTERM_BP_5,GO:0050801~ion homeostasis,18,8.256880733944955,0.010975135078240016,"206043_S_AT, 212110_AT, 204124_AT, 214505_S_AT, 210298_X_AT, 202920_AT, 206765_AT, 206529_X_AT, 208399_S_AT, 203710_AT, 210299_S_AT, 216944_S_AT, 203908_AT, 204606_AT, 205485_AT, 202908_AT, 212531_AT, 209687_AT, 201540_AT, 203685_AT, 205357_S_AT, 201926_S_AT",213,699,16130,1.9500695158072903,0.9999999999975618,0.22719467657690015,0.22081596559125638
GOTERM_MF_5,GO:0004714~transmembrane receptor protein tyrosine kinase activity,5,2.293577981651376,0.011446056128654467,"201843_S_AT, 205051_S_AT, 206070_S_AT, 203638_S_AT, 201842_S_AT, 208228_S_AT, 203510_AT",164,65,12075,5.663696060037523,0.8915893360156878,0.5551337222397417,0.5551337222397417
GOTERM_BP_5,GO:0031175~neuron projection development,20,9.174311926605505,0.011478538431775868,"211719_X_AT, 213839_AT, 213241_AT, 208228_S_AT, 209737_AT, 204105_S_AT, 212850_S_AT, 206070_S_AT, 209687_AT, 203638_S_AT, 209822_S_AT, 201474_S_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 209469_AT, 202709_AT, 212157_AT, 209470_S_AT, 213135_AT, 201430_S_AT, 214701_S_AT, 214930_AT, 210495_X_AT, 202350_S_AT, 203685_AT, 212843_AT",213,817,16130,1.853799254113009,0.9999999999992899,0.2325512333762428,0.22602213186113773
GOTERM_BP_5,GO:0010720~positive regulation of cell development,14,6.422018348623854,0.011586167040801069,"211719_X_AT, 203349_S_AT, 202311_S_AT, 202310_S_AT, 213135_AT, 209737_AT, 201430_S_AT, 204105_S_AT, 214701_S_AT, 205051_S_AT, 206070_S_AT, 209687_AT, 210495_X_AT, 209822_S_AT, 201474_S_AT, 203685_AT, 214702_AT, 202826_AT, 212464_S_AT, 216442_X_AT",213,483,16130,2.19500578349323,0.9999999999994545,0.2325512333762428,0.22602213186113773
GOTERM_BP_5,GO:0019220~regulation of phosphate metabolic process,33,15.137614678899084,0.011591077021419326,"211719_X_AT, 209395_AT, 203786_S_AT, 208228_S_AT, 215506_S_AT, 209737_AT, 203980_AT, 212850_S_AT, 205051_S_AT, 210372_S_AT, 221073_S_AT, 203638_S_AT, 218858_AT, 205728_AT, 209822_S_AT, 204014_AT, 214702_AT, 212464_S_AT, 216442_X_AT, 205016_AT, 220204_S_AT, 208892_S_AT, 208399_S_AT, 213135_AT, 202071_AT, 219195_AT, 205498_AT, 208712_AT, 209457_AT, 214701_S_AT, 208893_S_AT, 204606_AT, 218309_AT, 209990_S_AT, 202908_AT, 204932_AT, 210495_X_AT, 204686_AT, 209396_S_AT, 221577_X_AT, 203685_AT, 219093_AT, 220203_AT",213,1610,16130,1.552182661184498,0.9999999999994611,0.2325512333762428,0.22602213186113773
GOTERM_BP_5,GO:2001233~regulation of apoptotic signaling pathway,12,5.5045871559633035,0.01199154050043753,"201487_AT, 213693_S_AT, 203786_S_AT, 219077_S_AT, 204493_AT, 211725_S_AT, 208949_S_AT, 217127_AT, 202908_AT, 210372_S_AT, 209687_AT, 218858_AT, 207847_S_AT, 202295_S_AT, 203685_AT",213,380,16130,2.3914010378057817,0.9999999999997982,0.23649081870738406,0.22985110951163584
GOTERM_BP_5,GO:0043410~positive regulation of MAPK cascade,14,6.422018348623854,0.01201006222172099,"205016_AT, 209395_AT, 208892_S_AT, 208399_S_AT, 213135_AT, 203786_S_AT, 205498_AT, 208228_S_AT, 209457_AT, 208893_S_AT, 204606_AT, 205051_S_AT, 210372_S_AT, 204932_AT, 221073_S_AT, 203638_S_AT, 205728_AT, 209396_S_AT",213,485,16130,2.1859542132520207,0.999999999999807,0.23649081870738406,0.22985110951163584
